SimID,L,Haploid,monoecious,omega,complete,U,sigma,distance_1,distance_2,DeltaPhenExp_1,DeltaPhenExp_2,DeltaGenExp_1,DeltaGenExp_2,DeltaPhenShift,DeltaGenShift,ExtRisk
3482,4,FALSE,TRUE,1,0,0.005,0.565685424949238,599,573,0.261051211767074,0.261560155877101,-4.20367450011442,-4.20318315749276,NA,NA,1
3483,4,FALSE,TRUE,1,0,0.005,0.565685424949238,708,788,0.355969249981312,0.7410979840583,-5.15812181682864,-5.06423029100493,0.486890511146375,-5.15914424029794,0
3484,4,FALSE,TRUE,1,0,0.005,0.565685424949238,674,716,0.487979118312849,0.556286728476769,-2.29440824358463,-2.30131212269996,0.306780926990461,-2.29827809676707,0
3485,4,FALSE,TRUE,1,0,0.005,0.565685424949238,609,559,0.262950459644439,0.167935686134543,-2.50288289597355,-2.50288289597355,0.301060834840571,-2.31698285552044,0
3486,4,FALSE,TRUE,1,0,0.005,0.565685424949238,726,657,0.477543160278705,0.305775159395774,-3.51214979478761,-3.04009055214265,0.619855291633015,-3.42032659512299,0
3487,4,FALSE,TRUE,1,0,0.005,0.565685424949238,720,667,0.620149412590683,0.301229972422479,-6.13304974071203,-6.14161319890016,0.471980865658547,-6.11825910439036,0
3488,4,FALSE,TRUE,1,0,0.005,0.565685424949238,740,703,0.534882508039293,0.308546748723496,-4.33432228200032,-4.37006769782601,0.28508849700952,-4.40371794837294,0
3489,4,FALSE,TRUE,1,0,0.005,0.565685424949238,524,532,0.13066411783304,0.35207088966888,-4.9466357954246,-4.17981471422252,NA,NA,1
3490,4,FALSE,TRUE,1,0,0.005,0.565685424949238,808,757,0.847014329475484,0.876846719798555,-5.00802405847674,-5.01005870164998,0.651432838673382,-4.99730428622768,0
3491,4,FALSE,TRUE,1,0,0.005,0.565685424949238,562,638,0.066058781014837,0.4031508090951,-1.6201021036842,-1.61479362638713,NA,NA,1
3492,4,FALSE,TRUE,1,0,0.005,0.565685424949238,516,659,0.120294932651107,0.540683279470335,-5.37597421870648,-5.38578015738212,0.419981098075208,-5.35322494460551,0
3493,4,FALSE,TRUE,1,0,0.005,0.565685424949238,403,414,0.0526512405824806,0.0491701745957684,-3.08517606043522,-3.11857217374877,NA,NA,1
3494,4,FALSE,TRUE,1,0,0.005,0.565685424949238,601,597,0.303710711221533,0.271672979586899,-5.294277456386,-5.34573353942363,0.364603195674099,-5.34649309169017,0
3495,4,FALSE,TRUE,1,0,0.005,0.565685424949238,531,669,0.0424757143120338,0.430057633595655,-3.85258135282616,-3.86031078841157,NA,NA,1
3496,4,FALSE,TRUE,1,0,0.005,0.565685424949238,690,667,0.514376630070813,0.363407214841123,-6.4251243570955,-6.42557009995922,0.517373348289413,-6.41399228624065,0
3497,4,FALSE,TRUE,1,0,0.005,0.565685424949238,723,638,0.698638739790112,0.365363425998864,-3.87676501115958,-3.87783106668902,0.365460866239879,-3.87778495047424,0
3498,4,FALSE,TRUE,1,0,0.005,0.565685424949238,492,559,-0.00480857643367782,0.18231060277468,-1.0388200734061,-1.03924852063656,0.352342255101748,-0.954886977939383,0
3499,4,FALSE,TRUE,1,0,0.005,0.565685424949238,472,491,0.126479518440417,0.191374999495673,-3.15780182304301,-3.0963613535073,NA,NA,1
3500,4,FALSE,TRUE,1,0,0.005,0.565685424949238,640,720,0.333284627735784,0.595110205861574,-7.3061379020732,-7.29883847793051,0.508189130430376,-7.29707588218153,0
3501,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,461,465,0.0190019729007145,-0.00173442455929829,-0.0327345815031394,-0.0326942161985283,NA,NA,1
3502,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,583,572,0.013035526128278,-0.000831818724090327,-0.0484679522567118,-0.0487618060902009,-0.00630572386476369,-0.0484723203298405,0
3503,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,550,556,-0.0129242825558775,-0.0071896439271284,-0.0439841276471523,-0.0433760373483423,NA,NA,1
3504,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,567,575,0.0553965070148876,-0.0359243673027145,-0.0795341655491733,-0.0796089344315904,-0.00300734119977708,-0.0796372126462183,0
3505,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,434,428,0.0548209586558672,0.0613449514935436,-0.0900170861258596,-0.0893079083212761,NA,NA,1
3506,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,564,568,0.0215216089103383,-0.0145290886163416,-0.206142540384604,-0.206045594994801,0.0398778861127305,-0.204234633285605,0
3507,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,490,485,0.040461355851465,0.00458277812553187,-0.104486241369927,-0.104411968956401,NA,NA,1
3508,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,535,494,0.0250340447652879,0.0113745769103071,-0.0966895681877278,-0.0966409386716939,NA,NA,1
3509,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,479,500,-0.0330149587486881,0.0254762766089522,-0.0328493280548526,-0.0336178759953709,NA,NA,1
3510,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,562,572,0.0064643927904553,-0.0169774907459981,-0.0504243534771495,-0.050991001920016,NA,NA,1
3511,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,471,497,-0.0102130015255435,0.00272373692934913,-0.0451449417607974,-0.045285342972082,NA,NA,1
3512,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,467,461,0.0188713566520964,0.0229629759419105,-0.0449577782830075,-0.0447176529571531,NA,NA,1
3513,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,521,531,0.00817878076273248,-0.0125837756373897,-0.0351363099007017,-0.0350216593586604,NA,NA,1
3514,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,472,468,0.0315285292737937,0.00478710271009541,-0.0483007254117209,-0.0482590647781128,NA,NA,1
3515,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,487,473,0.00915183471209824,-0.0122449226988592,-0.0500458952783422,-0.050054617126669,NA,NA,1
3516,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,469,451,0.0477898274437774,-0.0215530928090315,-0.0898042635979758,-0.0895311944813695,NA,NA,1
3517,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,540,528,-0.010565574515087,-0.0459655681945783,-0.0450696071226752,-0.043801354088,NA,NA,1
3518,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,441,472,-0.0220020907798648,0.0408628978032435,-0.0918672941778396,-0.0914606935187623,NA,NA,1
3519,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,476,492,0.0557354349852019,0.0104527684075406,-0.148611675562282,-0.148636366527465,NA,NA,1
3520,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,655,669,0.0408007010750873,0.0866617703755181,-0.18632726357552,-0.185190993916303,0.00567166861117174,-0.186362323856977,0
3521,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,416,431,-0.0361165530131395,0.0604293077086151,-0.124333776898058,-0.124285063781624,NA,NA,1
3522,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,448,486,0.0184141294626858,0.0721909228911159,-0.0480206097820907,-0.0487337383107743,NA,NA,1
3523,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,531,559,-0.00772630802607011,-0.000985873777415103,-0.0805606422075113,-0.0810352262779334,0.0512829683338809,-0.0811144249933283,0
3524,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,583,586,0.00625721080004338,-0.00141167689722344,-0.0289328695550981,-0.0291434074591804,0.00202557346625065,-0.0294916733352315,0
3525,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,486,490,0.00287971312909185,0.0558405351255458,-0.087277848337365,-0.0873342504508534,NA,NA,1
3526,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,430,429,0.00629153222329437,-0.0110611101405262,-0.0810820535255565,-0.0796192648648497,NA,NA,1
3527,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,558,541,0.00467491299052258,-0.0261481071334737,-0.0838142337580289,-0.0841638500143641,NA,NA,1
3528,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,473,487,-0.0013846549523302,0.00585763552458496,-0.0258730110297687,-0.0259031335302962,NA,NA,1
3529,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,562,569,0.0114172689202894,0.0504568612349758,-0.0618192123930496,-0.0620571643489494,-0.0115065538199843,-0.0622500854850727,0
3530,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,506,495,0.0886150771322178,0.0937061372415555,-0.100362269541085,-0.10011418819578,NA,NA,1
3531,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,441,481,-0.00664024570572241,0.0128568785867715,-0.09611370603915,-0.096115514751608,NA,NA,1
3532,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,578,560,0.0429653301341613,0.0558604808162571,-0.175534846611666,-0.175480309932258,NA,NA,1
3533,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,648,636,0.0480308916037244,-0.00108469714376547,-0.0351013785225272,-0.035294943214483,-0.0114339090978242,-0.0351234007381489,0
3534,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,557,558,-0.00630766631448454,0.0193891431534137,-0.0451320943083077,-0.0450422373291367,NA,NA,1
3535,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,543,554,-0.0346830030149785,0.0472819704987513,-0.0553933171605004,-0.0553690171967194,-0.0166198497266072,-0.0555845736396661,0
3536,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,540,490,0.00965418343808766,-0.0291417469007524,-0.0254872629952432,-0.025316205750336,NA,NA,1
3537,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,538,540,-0.000550295650505017,-0.0224044075747758,-0.157651495491095,-0.157594661945852,NA,NA,1
3538,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,531,567,-0.0419732096858252,0.0241489087222093,-0.0892809568963987,-0.0892659675148199,-0.0117168757673336,-0.0890996059263251,0
3539,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,589,620,0.0178462613194121,0.0312169655981451,-0.0207495162306303,-0.0209176930901942,0.00568429424594252,-0.0208134977270873,0
3540,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,599,573,0.0384217118585255,0.013416146943781,-0.0703690021182595,-0.0698306001862619,0.0270333084549879,-0.0703505715437265,0
3541,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,474,469,0.0205200134188843,-0.0115040298627427,-0.0909885043765166,-0.092484005773051,NA,NA,1
3542,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,605,631,-0.0574054373272901,0.0273658228701801,-0.0708321762422525,-0.0708486602184097,-0.0223196798708223,-0.0706737277538082,0
3543,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,523,544,-0.00137542285180303,0.00616294509912207,-0.084444750300238,-0.0846884341582876,NA,NA,1
3544,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,500,506,0.0137124937123239,0.00582316395655758,-0.115768968690724,-0.11544104405088,NA,NA,1
3545,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,491,483,-0.00553078606111024,-0.000474362702858278,-0.029025106380422,-0.0289473524221107,NA,NA,1
3546,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,514,484,0.0734709122365376,-0.00197735239933783,-0.0787806845566405,-0.0788867474222633,NA,NA,1
3547,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,585,568,-0.010885626967216,0.0201237730481447,-0.0574266961579908,-0.0573360570564132,NA,NA,1
3548,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,607,575,0.0415291431645175,0.0335216767264825,-0.0595377608891732,-0.0593993178782319,-0.00285374677638006,-0.059666859490377,0
3549,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,568,612,-0.0457438559248402,0.093262564957624,-0.0612330951211614,-0.06108106616352,-0.00536433167272676,-0.0615924462106801,0
3550,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,533,556,0.0517596297303573,0.0617625278222598,-0.276134432135218,-0.275973467235158,NA,NA,1
3551,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,511,510,0.00579937784394868,0.0148261163563765,-0.0262489010119837,-0.0277211009876125,NA,NA,1
3552,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,470,472,0.0323774913949926,0.0433994385162213,-0.267385723557944,-0.267331760233091,NA,NA,1
3553,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,493,517,0.017080190714829,0.0165042478979645,-0.0475342637730572,-0.0475767626403818,NA,NA,1
3554,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,465,451,0.00726108813599868,-0.017185120102871,-0.0473850664510092,-0.0474627643617026,NA,NA,1
3555,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,478,468,0.006868775197584,-0.00128837707612339,-0.0854284593379593,-0.0855601367380279,NA,NA,1
3556,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,580,599,0.0299569877033181,0.0424180766286191,-0.0651326320494395,-0.0651602335486176,0.0196773964221486,-0.0651568605957318,0
3557,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,454,468,-0.0185458710861721,0.0515266169422015,-0.120280783711168,-0.119716994629326,NA,NA,1
3558,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,567,611,-0.0105561763378419,0.139132841205347,-0.311626457291366,-0.3119695436469,0.112446256924241,-0.311891427556877,0
3559,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,532,511,-0.0417167463430506,-0.051102138568111,-0.113973828126281,-0.11436202513396,0.102624350294158,-0.114655019944437,0
3560,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,586,622,-0.0145505137642179,-0.00420622195087517,-0.100733394545147,-0.100794211800059,0.000167646802284427,-0.100457185413514,0
3561,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,472,472,-0.0274059396189978,-0.0313003315835638,-0.0189740852612921,-0.0178055842560651,NA,NA,1
3562,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,487,492,-0.0101097999525692,-0.00645150185940002,-0.1272726076381,-0.1286811003256,NA,NA,1
3563,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,504,528,0.00511585106478485,0.0121315974116125,-0.0330267968652949,-0.0329916300568145,NA,NA,1
3564,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,517,518,0.0270578704810247,0.0303921031756731,-0.201577989398489,-0.202728426012815,NA,NA,1
3565,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,536,550,0.0114595854013617,0.00751525226775018,-0.0213612542420389,-0.0212824926918589,NA,NA,1
3566,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,635,606,0.00599053872461242,0.0201027152144748,-0.0483166478530537,-0.0485649515538465,-0.0168121594130075,-0.0475055986051587,0
3567,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,536,527,0.0381320685205024,0.0393186856475267,-0.0904933446083295,-0.090706101586628,NA,NA,1
3568,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,562,549,-0.0259142439620841,0.0147993185996032,-0.106180486172033,-0.10619459108724,0.0427151107597441,-0.10637163479873,0
3569,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,516,518,-0.0130085111245593,0.0287963685391104,-0.161555141500457,-0.161409167461262,NA,NA,1
3570,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,468,475,-0.00221445900298667,-0.0348754152394573,-0.0218712861186933,-0.0212666701257639,NA,NA,1
3571,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,552,569,-0.0433869995553775,-0.0273988958933151,-0.0657301959537973,-0.0657862022438013,0.0542191523819646,-0.0657674390935109,0
3572,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,497,514,0.0243051640829961,0.0262019434085849,-0.0614398718226678,-0.0616374820437147,NA,NA,1
3573,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,477,460,0.012556729018018,0.0191426777031274,-0.0315291083877518,-0.031620103943597,NA,NA,1
3574,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,603,620,0.0479282347792602,0.0352830247151592,-0.0839199266819925,-0.0840986692110631,0.0556888953527255,-0.0837871267003656,0
3575,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,551,543,0.0182464294749389,0.00449583531933939,-0.0467233494195312,-0.0462959983179915,NA,NA,1
3576,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,627,649,-0.0146080801194646,0.0249265303558717,-0.0626291160758433,-0.0625802431880004,-0.00678600813677144,-0.0624578632457918,0
3577,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,507,541,0.0113922424581563,0.0539565158539248,-0.099925641436274,-0.100078153729267,NA,NA,1
3578,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,525,523,0.0102507384411319,0.00550553504050244,-0.0268498726995519,-0.0257894051021333,NA,NA,1
3579,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,527,522,-0.0162038873063175,-0.0285374698463139,-0.0919342086277557,-0.0918835750070592,NA,NA,1
3580,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,458,477,0.00178556418914,0.0351282473725587,-0.0401296822520124,-0.0388744340253864,NA,NA,1
3581,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,457,452,-0.00483552467080006,-0.0127244271356248,-0.0585349076089439,-0.0591726638030176,NA,NA,1
3582,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,701,699,-0.0396151646867651,0.0245131300433832,-0.0432199472974663,-0.043954681069068,0.0145708920477681,-0.0440954476319967,0
3583,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,541,542,0.00431335066393768,0.0117177916224918,-0.125045366569293,-0.124854292365646,NA,NA,1
3584,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,474,453,0.0109650627330748,0.0179240120023219,-0.119901431734049,-0.120289426392887,NA,NA,1
3585,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,472,462,0.00581484691664724,-0.0332593450763616,-0.0652597710993067,-0.065152757159282,NA,NA,1
3586,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,489,524,0.0520920943352359,0.0735775868937636,-0.527923431685432,-0.527992879550513,NA,NA,1
3587,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,475,445,0.00182188419797824,-0.0402736819004483,-0.0311209364320894,-0.0314712582578154,NA,NA,1
3588,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,476,482,0.0140147682938612,0.0407244376283216,-0.0316313114975814,-0.032577085124751,NA,NA,1
3589,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,580,571,0.0187444116076199,0.00258244426111531,-0.0289385006155197,-0.0287786123628831,0.0166703741864638,-0.0285053184074762,0
3590,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,548,523,0.0650087594833584,0.0371016809833102,-0.207776968846335,-0.207417144660823,NA,NA,1
3591,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,498,500,0.0333726962445151,0.015044358094058,-0.0435171384415999,-0.0439100916592909,NA,NA,1
3592,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,462,493,-0.0257180678113149,0.00328915637435756,-0.0357472049039901,-0.0357419737687667,NA,NA,1
3593,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,556,603,0.0443445694845648,0.0360868227012845,-0.0200642227352072,-0.0204401229591423,-0.0172878481414953,-0.0207436028657492,0
3594,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,442,449,-0.0197597158062226,-0.0206410018409589,-0.0523388694453826,-0.0523635971382017,NA,NA,1
3595,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,527,515,0.0175843773884141,-0.016074527345727,-0.0708059091406016,-0.0709133121948858,NA,NA,1
3596,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,517,532,0.107163666057736,0.0942847189122833,-0.268471071059533,-0.268576330172616,NA,NA,1
3597,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,527,529,0.0414400000365505,0.040152626723859,-0.110841288374855,-0.110690929664765,NA,NA,1
3598,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,519,531,0.0169792541049165,0.00207454101359406,-0.115717270499432,-0.116242556677324,0.0186607956294453,-0.116325350206708,0
3599,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,465,480,0.000993010356555635,0.0206411102805804,-0.0303180407034125,-0.0301426399252749,NA,NA,1
3600,4,TRUE,TRUE,0,0,0.01,0.0353553390593274,541,533,0.0306968623140682,0.0082599443170448,-0.0635197153545444,-0.0637065614436005,NA,NA,1
3601,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,423,451,0.0127525442335561,0.101820234012999,-0.144871493164456,-0.128833993288436,NA,NA,1
3602,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,477,450,0.144616960688101,0.0336075331280172,-0.333548288855785,-0.372846897573555,NA,NA,1
3603,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,458,464,-0.00421835739491727,0.062280979529961,-0.00839439593592516,-0.0376570946124288,NA,NA,1
3604,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,521,520,0.129731982418615,0.0934965581000982,-0.165925138225306,-0.176557552864068,NA,NA,1
3605,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,356,349,0.0440964437297728,-0.0422337719923991,-0.0284781561460765,-0.0298577026598751,NA,NA,1
3606,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,477,487,0.0191846164786713,0.094767150417961,-0.0160123270091089,-0.0130277546356495,NA,NA,1
3607,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,367,357,0.0104688783815274,-0.0248253384587542,-0.0394320054620654,-0.0609355961888009,NA,NA,1
3608,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,384,385,0.00994015640669987,0.0183047955366793,-0.0461654457293455,0.00118477046720524,NA,NA,1
3609,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,465,476,0.0364371351312978,0.0480693782936579,-0.0651110442004916,-0.06014350701402,NA,NA,1
3610,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,530,501,0.472923469292926,0.499966098852064,-3.6545418292823,-3.66216104843392,NA,NA,1
3611,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,430,425,0.0735422444691674,0.0537175896590758,-0.116292308435114,-0.0715173264438358,NA,NA,1
3612,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,499,522,0.0497276839431742,0.090780122983702,-0.057890575716815,-0.0895819565722777,NA,NA,1
3613,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,483,463,0.124006747831337,0.03127673446644,-0.0966752623262614,-0.0781427281532333,NA,NA,1
3614,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,440,460,0.0177222360091505,0.138589526735485,-0.109970819404678,-0.113479185014756,NA,NA,1
3615,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,419,418,0.0311028505184117,0.0311278795921626,-0.0292569589086516,-0.0198630928891053,NA,NA,1
3616,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,537,537,0.317710868261403,0.318913986900054,-1.57766893052487,-1.58076091882412,NA,NA,1
3617,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,494,489,0.0813588835836419,0.0731295645528742,-0.0210338308952556,-0.0418922902510766,NA,NA,1
3618,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,391,408,-0.0142199494902082,0.0495513584932969,-0.0590158878876816,-0.0814703512682532,NA,NA,1
3619,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,385,374,0.0154233537581698,0.0134798078763971,-0.0213952766914935,-0.0030339075014775,NA,NA,1
3620,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,431,455,0.0122621444399869,0.0865945271129773,-0.0905126552967552,-0.116587202577426,NA,NA,1
3621,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,437,427,-0.0172160500600771,-0.0230834230074011,-0.0558563416446979,-0.0457432505107046,NA,NA,1
3622,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,408,407,0.0535905477371463,0.0432798448763814,-0.0472814207540889,-0.091864596609836,NA,NA,1
3623,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,508,506,0.110675874945024,0.161185193257503,-0.462493442499522,-0.462120507035056,NA,NA,1
3624,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,470,446,0.1490283136175,0.0833067744489624,-0.125763959452205,-0.120181580787209,NA,NA,1
3625,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,445,431,0.0541269583200132,0.00570925603576278,-0.0272061083637741,-0.00688300738089571,NA,NA,1
3626,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,413,413,0.0345800006347323,0.0760957219204987,-0.0447352268362457,-0.023324745914871,NA,NA,1
3627,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,440,438,-0.0173791107827066,0.0231876911567468,-0.0307506915199409,-0.0525430755564351,NA,NA,1
3628,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,381,382,0.0410908522195927,0.0143903563536902,-0.0193832830715467,-0.0209809882398059,NA,NA,1
3629,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,446,458,-0.00528087275924061,-0.00118485163817184,-0.054495416756085,-0.0168023479619643,NA,NA,1
3630,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,471,487,0.253833951476512,0.281262697398017,-1.52687884706544,-1.54527317321703,NA,NA,1
3631,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,473,456,0.080330238249962,0.0458746698629735,-0.0577331236101211,-0.0586811490582638,NA,NA,1
3632,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,420,437,0.0210657163186849,0.0275023453031675,-0.0121844529407677,-0.0551216290044772,NA,NA,1
3633,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,461,456,0.0598836594320566,-0.00308610256658026,-0.0681699974594214,-0.0723014432870945,NA,NA,1
3634,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,473,453,0.137371218582322,0.0744984584234012,-0.151252996456496,-0.156730281125689,NA,NA,1
3635,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,422,440,0.24398389808773,0.332144880458427,-1.34884483535996,-1.35238336796535,NA,NA,1
3636,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,407,396,0.0274522865363938,-0.0111892163245531,-0.036267097574439,-0.0382387454005193,NA,NA,1
3637,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,421,424,0.0109974508338053,0.000555085132727173,-0.0453996691801686,-0.0261829254964511,NA,NA,1
3638,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,409,426,0.000406138816986035,0.0773813244856321,-0.0289585981987315,-0.014841406231346,NA,NA,1
3639,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,425,418,0.0719113527904904,0.0681221948447308,-0.0753870305988032,-0.0352387263511793,NA,NA,1
3640,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,413,398,0.0640218816462934,0.0389657098770591,-0.158727719057942,-0.145256547496355,NA,NA,1
3641,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,338,367,-0.0424913168217318,0.0420176560080174,-0.0511092126815873,-0.0688261844276326,NA,NA,1
3642,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,369,384,0.00689431056152578,0.00126929248707408,-0.0332775468710517,-0.0544446881354074,NA,NA,1
3643,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,431,428,0.0507337201637923,0.0123990952008191,-0.0367444663723262,-0.0054575752920559,NA,NA,1
3644,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,417,415,-0.000989939126878392,0.0217103113183261,-0.00787564994571199,-0.0140130392278582,NA,NA,1
3645,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,355,344,0.0119999981904839,-0.00914614156905702,-0.0156138071668575,-0.0181104790484422,NA,NA,1
3646,4,FALSE,FALSE,0,0,0.01,0.0353553390593274,438,466,0.0925769871683746,0.181223487679431,-0.419054514203758,-0.410292000291076,NA,NA,1
