SimID,L,Haploid,monoecious,omega,complete,U,sigma,distance_1,distance_2,DeltaPhenExp_1,DeltaPhenExp_2,DeltaGenExp_1,DeltaGenExp_2,DeltaPhenShift,DeltaGenShift,ExtRisk
28,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,617,612,0.0205765479519777,0.023368789133162,-0.0180440945356108,-0.0179762127341356,0.0113482825130706,-0.0179929088715543,0
29,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,596,594,0.0440942665510184,0.0663444766604768,-0.124717521427402,-0.12521448944641,-0.0452556516724225,-0.125240048729689,0
30,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,515,529,0.0151908111779091,0.00109256434340188,-0.0181252432844739,-0.0181551535504369,NA,NA,1
31,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,498,511,-0.00275350015446918,-0.0011136935567353,-0.0193527379220503,-0.0193755461648164,NA,NA,1
32,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,527,505,0.00883727334235385,0.00681668979895567,-0.0199265852077651,-0.0199386936722804,NA,NA,1
33,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,423,429,-0.00171103772030134,0.028962873781327,-0.0240286749782865,-0.0240474854839383,NA,NA,1
34,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,491,485,0.0157632431344978,0.0128446749748499,-0.0375152129635699,-0.0377783253418817,NA,NA,1
35,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,452,444,0.0442090685199688,-0.0188533191317695,-0.0574417235095865,-0.0582224516814057,NA,NA,1
36,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,562,561,-0.000846885256617913,0.0403358967094574,-0.0623662595776633,-0.0622458581827663,NA,NA,1
37,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,524,490,-0.0126021808156074,0.00256352171288854,-0.0211688670223081,-0.0218668554798898,NA,NA,1
38,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,532,510,0.00385352157606245,-0.00318571862590389,-0.0176890954040067,-0.0175790879524453,NA,NA,1
39,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,567,595,0.00379133263955067,0.0356142544115707,-0.0360767922802705,-0.0360937231253504,0.01744622092052,-0.0360951113803095,0
40,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,506,499,0.0141468652169325,0.0124553754139605,-0.0648097126669728,-0.0647229604015107,NA,NA,1
41,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,552,553,0.0271993207827044,0.00570461299149772,-0.0344741531605477,-0.0344905049398046,NA,NA,1
42,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,488,487,0.0105936875375976,0.0195841049372809,-0.0664276490940006,-0.0663759973860871,NA,NA,1
43,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,505,515,0.00359843412790051,0.0313303897433845,-0.026321032222341,-0.0263067336353283,NA,NA,1
44,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,530,526,0.00980451104300895,-0.0263043729038115,-0.0228643505530435,-0.0228791986341705,NA,NA,1
45,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,472,465,-0.000642171927167423,0.0294803488469435,-0.0229854965910692,-0.0229260509296317,NA,NA,1
46,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,516,530,0.0163790604051341,-0.000328706532879419,-0.0175512717194104,-0.0181591427467813,NA,NA,1
47,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,498,514,0.00123080092251882,0.0130717930361688,-0.0112768178283988,-0.0112768374101306,NA,NA,1
48,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,612,621,0.000631108532562763,0.000794634836235986,-0.0356144906571982,-0.035669676023394,-0.0157498413913142,-0.0355961531134897,0
49,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,508,512,0.0643238961930392,0.0526905190691378,-0.0515106614640949,-0.0515363018557921,NA,NA,1
50,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,596,633,-0.0495705290111226,0.0726710029255695,-0.136250606028598,-0.135911949172755,0.0628647638422573,-0.133813014375398,0
51,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,614,623,-0.0151143101568028,0.0231044172775998,-0.0395106865466772,-0.0395183152294845,0.0311392413549341,-0.0393237917525354,0
52,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,461,452,0.0226290063640908,-0.00791705091632577,-0.0172475034130254,-0.0171989963437289,NA,NA,1
53,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,527,526,-0.00376480829425385,-0.00968453774562206,-0.0479451693416076,-0.0480184619939545,NA,NA,1
54,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,579,573,-0.00981746840037689,-0.00899707137995875,-0.026563627907204,-0.0265589741510475,0.00680355585430314,-0.0265928673215649,0
55,4,TRUE,TRUE,0,0,0.005,0.0353553390593274,438,439,-0.00517390041473242,0.0141532900637482,-0.0265407033473197,-0.0268387151637048,NA,NA,1
