SimID,L,Haploid,monoecious,omega,complete,U,sigma
1,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
2,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
3,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
4,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
5,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
6,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
7,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
8,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
9,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
10,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
11,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
12,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
13,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
14,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
15,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
16,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
17,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
18,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
19,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
20,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
21,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
22,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
23,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
24,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
25,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
26,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
27,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
28,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
29,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
30,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
31,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
32,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
33,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
34,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
35,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
36,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
37,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
38,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
39,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
40,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
41,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
42,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
43,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
44,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
45,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
46,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
47,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
48,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
49,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
50,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
51,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
52,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
53,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
54,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
55,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
56,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
57,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
58,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
59,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
60,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
61,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
62,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
63,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
64,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
65,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
66,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
67,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
68,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
69,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
70,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
71,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
72,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
73,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
74,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
75,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
76,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
77,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
78,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
79,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
80,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
81,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
82,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
83,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
84,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
85,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
86,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
87,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
88,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
89,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
90,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
91,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
92,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
93,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
94,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
95,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
96,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
97,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
98,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
99,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
100,4,TRUE,TRUE,0,0,0.005,0.0353553390593274
101,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
102,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
103,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
104,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
105,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
106,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
107,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
108,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
109,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
110,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
111,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
112,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
113,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
114,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
115,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
116,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
117,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
118,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
119,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
120,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
121,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
122,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
123,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
124,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
125,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
126,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
127,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
128,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
129,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
130,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
131,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
132,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
133,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
134,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
135,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
136,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
137,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
138,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
139,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
140,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
141,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
142,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
143,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
144,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
145,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
146,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
147,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
148,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
149,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
150,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
151,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
152,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
153,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
154,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
155,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
156,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
157,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
158,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
159,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
160,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
161,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
162,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
163,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
164,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
165,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
166,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
167,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
168,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
169,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
170,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
171,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
172,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
173,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
174,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
175,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
176,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
177,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
178,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
179,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
180,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
181,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
182,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
183,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
184,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
185,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
186,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
187,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
188,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
189,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
190,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
191,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
192,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
193,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
194,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
195,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
196,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
197,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
198,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
199,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
200,4,FALSE,FALSE,0,0,0.005,0.0353553390593274
201,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
202,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
203,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
204,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
205,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
206,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
207,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
208,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
209,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
210,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
211,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
212,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
213,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
214,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
215,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
216,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
217,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
218,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
219,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
220,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
221,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
222,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
223,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
224,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
225,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
226,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
227,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
228,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
229,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
230,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
231,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
232,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
233,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
234,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
235,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
236,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
237,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
238,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
239,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
240,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
241,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
242,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
243,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
244,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
245,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
246,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
247,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
248,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
249,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
250,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
251,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
252,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
253,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
254,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
255,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
256,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
257,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
258,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
259,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
260,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
261,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
262,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
263,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
264,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
265,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
266,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
267,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
268,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
269,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
270,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
271,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
272,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
273,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
274,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
275,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
276,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
277,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
278,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
279,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
280,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
281,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
282,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
283,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
284,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
285,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
286,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
287,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
288,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
289,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
290,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
291,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
292,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
293,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
294,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
295,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
296,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
297,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
298,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
299,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
300,4,FALSE,TRUE,0,0,0.005,0.0353553390593274
301,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
302,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
303,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
304,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
305,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
306,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
307,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
308,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
309,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
310,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
311,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
312,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
313,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
314,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
315,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
316,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
317,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
318,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
319,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
320,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
321,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
322,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
323,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
324,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
325,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
326,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
327,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
328,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
329,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
330,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
331,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
332,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
333,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
334,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
335,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
336,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
337,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
338,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
339,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
340,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
341,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
342,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
343,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
344,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
345,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
346,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
347,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
348,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
349,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
350,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
351,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
352,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
353,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
354,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
355,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
356,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
357,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
358,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
359,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
360,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
361,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
362,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
363,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
364,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
365,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
366,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
367,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
368,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
369,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
370,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
371,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
372,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
373,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
374,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
375,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
376,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
377,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
378,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
379,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
380,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
381,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
382,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
383,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
384,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
385,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
386,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
387,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
388,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
389,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
390,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
391,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
392,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
393,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
394,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
395,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
396,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
397,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
398,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
399,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
400,4,FALSE,TRUE,0.5,0,0.005,0.0353553390593274
401,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
402,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
403,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
404,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
405,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
406,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
407,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
408,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
409,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
410,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
411,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
412,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
413,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
414,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
415,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
416,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
417,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
418,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
419,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
420,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
421,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
422,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
423,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
424,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
425,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
426,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
427,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
428,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
429,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
430,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
431,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
432,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
433,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
434,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
435,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
436,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
437,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
438,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
439,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
440,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
441,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
442,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
443,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
444,4,FALSE,TRUE,1,0,0.005,0.0353553390593274
