SimID,L,Haploid,monoecious,omega,complete,R,Kmax,distance_1,distance_2,DeltaPhenExp_1,DeltaPhenExp_2,DeltaGenExp_1,DeltaGenExp_2,DeltaPhenShift,DeltaGenShift,ExtRisk
5233,4,FALSE,TRUE,0,1,1.25,100,240,238,0.136145182062554,0.240281265457827,-0.648153866797523,-0.220054148529485,NA,NA,1
5234,4,FALSE,TRUE,0,1,1.25,100,300,268,0.595511098241999,0.557738806531114,-3.37185469049181,-2.88042114717472,NA,NA,1
5235,4,FALSE,TRUE,0,1,1.25,100,236,239,0.178036065874617,0.265359298907586,-1.40806775923787,-1.33875241922271,NA,NA,1
5236,4,FALSE,TRUE,0,1,1.25,100,250,228,0.316721089526248,0.336151737572015,-1.67898846124371,-0.851401563562743,NA,NA,1
5237,4,FALSE,TRUE,0,1,1.25,100,283,267,0.441105455177286,0.348753571530261,-3.31607303283558,-2.46594141514238,NA,NA,1
5238,4,FALSE,TRUE,0,1,1.25,100,220,218,0.1947805865029,0.371275002437983,-1.27641367047062,-1.45050907554864,NA,NA,1
5239,4,FALSE,TRUE,0,1,1.25,100,217,237,0.166444197890667,0.481156751814862,-3.10022982073349,-2.14556844234008,NA,NA,1
5240,4,FALSE,TRUE,0,1,1.25,100,210,254,0.175708694535362,0.496291310311616,0.128852046690711,-0.266897181349606,NA,NA,1
5241,4,FALSE,TRUE,0,1,1.25,100,245,244,0.194002145188474,0.272573333674331,-0.823608208432166,-1.21438794345164,NA,NA,1
5242,4,FALSE,TRUE,0,1,1.25,100,238,223,0.186540235130948,0.0383778199433606,-0.0244082792177407,-0.315824227664304,NA,NA,1
5243,4,FALSE,TRUE,0,1,1.25,100,244,261,0.109192934646856,0.298043906849225,-0.111464497914897,0.218823090850973,NA,NA,1
5244,4,FALSE,TRUE,0,1,1.25,100,277,290,0.355338568281579,0.272603788366467,-2.16400198615408,-1.63769751751141,NA,NA,1
5245,4,FALSE,TRUE,0,1,1.25,100,255,267,0.270818920912476,0.351144848412909,-1.50589498444558,-1.49165241056363,NA,NA,1
5246,4,FALSE,TRUE,0,1,1.25,100,277,257,0.322880229996214,0.12092908562584,-0.27041681157148,-1.13501868073461,NA,NA,1
5247,4,FALSE,TRUE,0,1,1.25,100,214,208,0.111838852353969,0.0675628218137647,-1.27364581206707,-1.16817793591998,NA,NA,1
5248,4,FALSE,TRUE,0,1,1.25,100,199,196,0.0191492471408747,-0.00227178204262479,-0.330722695969311,-0.423759747447915,NA,NA,1
5249,4,FALSE,TRUE,0,1,1.25,100,259,250,0.283810255213493,0.346844216696175,-1.16170999848008,-0.812409668546711,NA,NA,1
5250,4,FALSE,TRUE,0,1,1.25,100,233,313,0.126349201614708,0.70618576113869,0.210920709474512,2.93760672653858,NA,NA,1
5251,4,FALSE,TRUE,0,1,1.25,100,264,265,0.164006196671977,0.182574354281403,-0.372532864642569,-0.310647728132217,NA,NA,1
5252,4,FALSE,TRUE,0,1,1.25,100,242,218,0.183031222997544,-0.0238854225912717,-0.11632011667289,-0.38280981059077,NA,NA,1
5253,4,FALSE,TRUE,0,1,1.25,100,197,229,0.13047319757734,0.365599866238988,-0.867310237923638,-1.63127322171635,NA,NA,1
5254,4,FALSE,TRUE,0,1,1.25,100,212,211,0.295523651960607,0.176420890958012,-0.388407790786643,-0.0828468506455968,NA,NA,1
5255,4,FALSE,TRUE,0,1,1.25,100,220,226,0.130757610985732,0.176853259260291,-0.326603531062868,-0.760217068163452,NA,NA,1
5256,4,FALSE,TRUE,0,1,1.25,100,266,275,0.241266644122809,0.333407872938131,-3.82649291853979,-3.49626521662309,NA,NA,1
5257,4,FALSE,TRUE,0,1,1.25,100,255,245,0.362727638870255,0.289711463696297,-0.737663239225164,0.832984265522369,NA,NA,1
5258,4,FALSE,TRUE,0,1,1.25,100,221,243,0.136202916204136,0.377501466680288,-0.345320116546363,-1.60321960289739,NA,NA,1
5259,4,FALSE,TRUE,0,1,1.25,100,231,222,0.199606082926206,0.154377921394372,-1.03145953727357,-0.263077287990442,NA,NA,1
5260,4,FALSE,TRUE,0,1,1.25,100,229,228,0.12251342240218,0.143022303106078,-0.974407023436535,-0.0311552567055029,NA,NA,1
5261,4,FALSE,TRUE,0,1,1.25,100,262,239,0.391568330566857,0.220672622344511,-0.769335449205598,0.486212987911508,NA,NA,1
5262,4,FALSE,TRUE,0,1,1.25,100,263,227,0.613610867292566,0.309022570927131,0.688332016483358,-0.042304740487773,NA,NA,1
5263,4,FALSE,TRUE,0,1,1.25,100,254,243,0.436920751004839,0.27374816203428,-1.52624250015296,-1.29403461777162,NA,NA,1
5264,4,FALSE,TRUE,0,1,1.25,100,214,210,0.254467156702509,0.110718214790485,-1.39984950304816,-2.05597855192152,NA,NA,1
5265,4,FALSE,TRUE,0,1,1.25,100,233,234,0.234185949727876,0.250990886619896,0.115942388028119,-0.871156710435435,NA,NA,1
5266,4,FALSE,TRUE,0,1,1.25,100,226,237,0.0166066464319166,0.137061278184291,-0.374168110316772,-0.375934247039982,NA,NA,1
5267,4,FALSE,TRUE,0,1,1.25,100,293,281,0.209261463036918,0.292128144655476,-0.943783078837227,-0.520689099810284,NA,NA,1
5268,4,FALSE,TRUE,0,1,1.25,100,292,267,0.994508572564512,0.514337155197076,3.34669810780104,2.87552820079569,NA,NA,1
5269,4,FALSE,TRUE,0,1,1.25,100,316,274,0.593891250258856,0.330873267748149,0.231383404798528,-0.0173476020719523,NA,NA,1
5270,4,FALSE,TRUE,0,1,1.25,100,285,284,0.587874266954128,0.604931697420452,-3.35676934288719,-3.69976838621256,NA,NA,1
5271,4,FALSE,TRUE,0,1,1.25,100,247,221,0.305160402996315,0.0215519256328229,-0.762232056030042,-0.839104999807696,NA,NA,1
5272,4,FALSE,TRUE,0,1,1.25,100,256,253,0.104886570736288,0.0658520901899478,-0.242408867788576,-0.434738240214801,NA,NA,1
5273,4,FALSE,TRUE,0,1,1.25,100,258,257,0.231837583703127,0.274273410791542,-1.90168051646541,-0.952694938598297,NA,NA,1
5274,4,FALSE,TRUE,0,1,1.25,100,241,238,0.379802546845819,0.331176509737037,-1.24790791126221,-0.094057263378613,NA,NA,1
5275,4,FALSE,TRUE,0,1,1.25,100,283,312,0.31259744929807,0.445630672327028,-3.0551467606373,-2.55153854790275,NA,NA,1
5276,4,FALSE,TRUE,0,1,1.25,100,252,250,0.260256718699572,0.255600522888098,-1.56206130895206,-0.752791457583682,NA,NA,1
5277,4,FALSE,TRUE,0,1,1.25,100,248,237,0.182978203163794,0.0660331007770687,0.422758721376869,-0.877118944878775,NA,NA,1
5278,4,FALSE,TRUE,0,1,1.25,100,234,181,0.3339806434141,0.00654624891855882,-1.30603128541342,-0.0944622613713628,NA,NA,1
5279,4,FALSE,TRUE,0,1,1.25,100,237,228,0.130453470951923,0.156534069630119,0.218551089569103,-0.292169891770925,NA,NA,1
5280,4,FALSE,TRUE,0,1,1.25,100,232,242,0.181427008464982,0.166087000217702,-0.603883304641376,-0.253862170163516,NA,NA,1
5281,4,FALSE,TRUE,0,1,1.25,100,296,280,0.364162639418332,0.145924837066028,-3.92493194741101,-3.97975999926698,NA,NA,1
5282,4,FALSE,TRUE,0,1,1.25,100,255,251,0.17670614351991,0.0699070278448046,-0.364624306561503,-0.860847748461595,NA,NA,1
5283,4,FALSE,TRUE,0,1,1.25,100,233,242,0.177390031503905,0.167614395477717,0.357068375166638,-1.1597380908232,NA,NA,1
5284,4,FALSE,TRUE,0,1,1.25,100,205,219,0.123409466938377,0.341985336050345,-0.321596707858542,-0.0147687087465105,NA,NA,1
5285,4,FALSE,TRUE,0,1,1.25,100,285,248,0.264592153656627,0.0089492615199831,-1.85192129990752,-1.37255794067275,NA,NA,1
5286,4,FALSE,TRUE,0,1,1.25,100,249,254,0.255371284652154,0.237402314505503,-1.36398664904874,-1.2089151723794,NA,NA,1
5287,4,FALSE,TRUE,0,1,1.25,100,221,207,0.0780382574584364,-0.0244761551368002,0.479644726025424,0.502544671159466,NA,NA,1
5288,4,FALSE,TRUE,0,1,1.25,100,289,288,0.189460034469241,0.31907467696761,-0.439976676398023,-0.821955763046527,NA,NA,1
5289,4,FALSE,TRUE,0,1,1.25,100,241,249,0.24851611264226,0.379078248401843,0.292285954244226,0.265101118804513,NA,NA,1
5290,4,FALSE,TRUE,0,1,1.25,100,259,231,0.209380152926929,0.192497760684515,0.32989326787571,-0.533517469973855,NA,NA,1
5291,4,FALSE,TRUE,0,1,1.25,100,260,248,0.239932262605544,0.123875785899095,-0.559282058059251,-1.59016081246448,NA,NA,1
5292,4,FALSE,TRUE,0,1,1.25,100,234,261,0.356901009480607,0.617924337137012,-1.58161680244106,-1.56490250370234,NA,NA,1
5293,4,FALSE,TRUE,0,1,1.25,100,267,255,0.211735556382741,0.102232312868206,-0.289424221898512,-0.598050867943057,NA,NA,1
5294,4,FALSE,TRUE,0,1,1.25,100,226,234,0.127112265885013,0.215887881287554,-0.718768440617442,0.329816504847326,NA,NA,1
5295,4,FALSE,TRUE,0,1,1.25,100,250,221,0.248659091872499,0.143454663563977,-0.643799294653869,-0.392134610753345,NA,NA,1
5296,4,FALSE,TRUE,0,1,1.25,100,275,289,0.261958138995018,0.188359185919941,-0.911967278172219,-0.576804744488635,NA,NA,1
5297,4,FALSE,TRUE,0,1,1.25,100,276,280,0.320810699163301,0.363402390582647,-0.859259419251812,-1.08637313528888,NA,NA,1
5298,4,FALSE,TRUE,0,1,1.25,100,260,252,0.618286551647729,0.25638492324795,-3.30979316920939,-3.25844401185559,NA,NA,1
5299,4,FALSE,TRUE,0,1,1.25,100,215,196,0.414538264456257,0.21989864817838,-0.16355378226274,1.53217627650822,NA,NA,1
5300,4,FALSE,TRUE,0,1,1.25,100,249,225,0.40653687962979,0.124596935649137,-0.776440135416922,-1.41675366766423,NA,NA,1
5301,4,FALSE,TRUE,0.5,1,1.25,100,267,273,0.0903632372649443,0.0406336175191109,-1.29964993456721,-1.22003169488908,NA,NA,1
5302,4,FALSE,TRUE,0.5,1,1.25,100,299,258,0.109250156150469,0.0568938736031848,-0.958879012650284,-0.503929857231721,NA,NA,1
5303,4,FALSE,TRUE,0.5,1,1.25,100,286,224,0.398099273821947,0.111514450640739,-1.24580114408681,-1.60039269189064,NA,NA,1
5304,4,FALSE,TRUE,0.5,1,1.25,100,300,289,0.0599759521959415,0.18315596520586,-0.60466554321636,-1.16209039496137,NA,NA,1
5305,4,FALSE,TRUE,0.5,1,1.25,100,244,290,0.109067254289843,0.267026256448645,-0.935110641485637,-0.669976985578292,NA,NA,1
5306,4,FALSE,TRUE,0.5,1,1.25,100,331,314,0.348003590989771,0.146433106986072,-2.03951560432843,-1.07308205975458,NA,NA,1
5307,4,FALSE,TRUE,0.5,1,1.25,100,277,314,0.432378787930721,0.593867836412432,-0.559038230670803,-0.813955804186865,NA,NA,1
5308,4,FALSE,TRUE,0.5,1,1.25,100,264,282,0.0980032226637282,0.300423063945398,-0.250559914476306,0.298236141938745,NA,NA,1
5309,4,FALSE,TRUE,0.5,1,1.25,100,285,293,0.194087757455477,0.218200234057407,-0.702391488567795,-0.600985202121194,NA,NA,1
5310,4,FALSE,TRUE,0.5,1,1.25,100,285,271,0.424579110835547,0.218494461535094,-1.67115154395479,-1.02126996651016,NA,NA,1
5311,4,FALSE,TRUE,0.5,1,1.25,100,405,354,0.729061950514641,0.729508407139839,-2.5080794283705,-1.54483561164302,NA,NA,1
5312,4,FALSE,TRUE,0.5,1,1.25,100,333,321,0.194727361627236,0.102674910350889,-0.964484395366876,-0.752052775021763,NA,NA,1
5313,4,FALSE,TRUE,0.5,1,1.25,100,303,288,0.298613386082103,0.393044157019588,-2.22301200786247,-2.2585457585338,NA,NA,1
5314,4,FALSE,TRUE,0.5,1,1.25,100,240,246,0.237859271397816,0.226760265762316,-0.164165371949518,-0.524404357895602,NA,NA,1
5315,4,FALSE,TRUE,0.5,1,1.25,100,326,356,0.377081040124121,0.503878379702408,-2.64932694846843,-2.81682644226432,NA,NA,1
5316,4,FALSE,TRUE,0.5,1,1.25,100,273,295,0.289770474917946,0.330974605408188,-2.43415353538049,-3.36812034114099,NA,NA,1
5317,4,FALSE,TRUE,0.5,1,1.25,100,307,322,0.23291590239937,0.366784319975239,0.187827676396083,0.66699104121561,NA,NA,1
5318,4,FALSE,TRUE,0.5,1,1.25,100,266,262,0.302937480655058,0.286377547211224,-0.441361322571438,-0.161388337872359,NA,NA,1
5319,4,FALSE,TRUE,0.5,1,1.25,100,279,319,0.201898206775279,0.376050842163673,-1.29046404917091,-2.24821599260023,NA,NA,1
5320,4,FALSE,TRUE,0.5,1,1.25,100,268,287,0.456902516009396,0.347022912512089,-0.0147304653204756,-0.137884487709201,NA,NA,1
5321,4,FALSE,TRUE,0.5,1,1.25,100,274,300,0.174673378489595,0.123811449191682,-0.985344547994806,-0.908311520832617,NA,NA,1
5322,4,FALSE,TRUE,0.5,1,1.25,100,250,261,0.175031685776367,0.170176326766991,-0.349985956273961,-0.718303358628171,NA,NA,1
5323,4,FALSE,TRUE,0.5,1,1.25,100,275,331,0.11756309065648,0.502047384826907,-1.35723252083593,-1.93544987095638,NA,NA,1
5324,4,FALSE,TRUE,0.5,1,1.25,100,297,279,0.549873956628398,0.281307051453421,-3.07478083985929,-3.02655420752576,NA,NA,1
5325,4,FALSE,TRUE,0.5,1,1.25,100,362,387,0.471399227008928,0.562768313075134,-2.49680004547359,-2.52786582130643,NA,NA,1
5326,4,FALSE,TRUE,0.5,1,1.25,100,283,277,0.278825810065336,0.234280999277312,0.153708873499877,-0.823942848871928,NA,NA,1
5327,4,FALSE,TRUE,0.5,1,1.25,100,258,260,0.106857965240121,0.0330628144529861,-0.658601232229186,-0.75943214533344,NA,NA,1
5328,4,FALSE,TRUE,0.5,1,1.25,100,410,386,0.537283518888589,0.225777816454551,-1.42758379162202,-0.335518768334186,NA,NA,1
5329,4,FALSE,TRUE,0.5,1,1.25,100,305,314,0.24642238191006,0.154047618034864,-0.611419362622138,-1.01853742864474,NA,NA,1
5330,4,FALSE,TRUE,0.5,1,1.25,100,294,271,0.225015995752714,0.265368743152288,-0.269703514820612,-0.506243411657042,NA,NA,1
5331,4,FALSE,TRUE,0.5,1,1.25,100,258,274,0.20702990560601,0.333350656238145,-1.92726608472658,-2.16278458753658,NA,NA,1
5332,4,FALSE,TRUE,0.5,1,1.25,100,271,285,0.253632486662932,0.277514082073453,-1.18287137008343,-1.10686993333919,NA,NA,1
5333,4,FALSE,TRUE,0.5,1,1.25,100,280,304,0.108405859526444,0.0761024588825276,-1.21971336593016,-1.46707878643156,NA,NA,1
5334,4,FALSE,TRUE,0.5,1,1.25,100,287,328,0.325131952747647,0.240828448180372,-0.365069970420345,0.23885002015653,NA,NA,1
5335,4,FALSE,TRUE,0.5,1,1.25,100,369,329,0.592803211406861,0.674998062706265,-3.02255816268635,-3.59355226938962,NA,NA,1
5336,4,FALSE,TRUE,0.5,1,1.25,100,354,364,0.444048395484497,0.302128062961719,-0.119738972948339,0.0699845654197733,NA,NA,1
5337,4,FALSE,TRUE,0.5,1,1.25,100,351,417,0.49150330039888,0.936255334035757,-1.35310889863119,0.308404021227234,NA,NA,1
5338,4,FALSE,TRUE,0.5,1,1.25,100,320,311,0.169841694464357,0.098625065830793,-0.613834935309442,-0.408097922215507,NA,NA,1
5339,4,FALSE,TRUE,0.5,1,1.25,100,333,357,0.295194047711367,0.494487886242652,0.0139829278917003,-0.104224821049425,NA,NA,1
5340,4,FALSE,TRUE,0.5,1,1.25,100,322,328,0.299154895705268,0.490965910480657,-0.111221394595084,-1.33332630741676,NA,NA,1
5341,4,FALSE,TRUE,0.5,1,1.25,100,319,372,0.224761387372192,0.445796107826326,-0.946933545201712,-0.121437159902741,NA,NA,1
5342,4,FALSE,TRUE,0.5,1,1.25,100,279,302,0.101125722746791,0.144877910927638,-1.4900696727549,-0.516313768600978,NA,NA,1
5343,4,FALSE,TRUE,0.5,1,1.25,100,294,267,0.0675802151710494,0.209961520247673,-0.471781220893931,-0.739732388601305,NA,NA,1
5344,4,FALSE,TRUE,0.5,1,1.25,100,268,289,0.10792700173522,0.226660899284102,0.0273421099925556,-0.260393634293312,NA,NA,1
5345,4,FALSE,TRUE,0.5,1,1.25,100,341,377,0.268510369028814,0.428532898472278,-0.157594618079007,-0.82228080704156,NA,NA,1
5346,4,FALSE,TRUE,0.5,1,1.25,100,297,295,0.121831027535954,0.107870299176418,-0.535609023695386,-0.397129597612973,NA,NA,1
5347,4,FALSE,TRUE,0.5,1,1.25,100,359,339,0.353961492900322,0.286050382806136,-0.417836361277982,-0.801194184740494,NA,NA,1
5348,4,FALSE,TRUE,0.5,1,1.25,100,351,347,0.199882504694334,0.400452289922465,-1.97182360814401,-2.59335706033665,NA,NA,1
5349,4,FALSE,TRUE,0.5,1,1.25,100,359,360,0.197393101209723,0.2836154405486,-1.0407681374729,-1.71256414216802,NA,NA,1
5350,4,FALSE,TRUE,0.5,1,1.25,100,298,261,0.196903853181973,0.204268248733101,-0.358283399175154,-0.754160189486011,NA,NA,1
5351,4,FALSE,TRUE,0.5,1,1.25,100,230,261,0.11446967957328,0.230239833888747,0.19959198574284,-0.755011804094373,NA,NA,1
5352,4,FALSE,TRUE,0.5,1,1.25,100,372,380,0.703342605367645,0.518866978416232,-1.08721979259468,-0.658495216547651,NA,NA,1
5353,4,FALSE,TRUE,0.5,1,1.25,100,333,339,0.083694007362441,0.0894624140838101,-0.501263408942183,-0.736745661716933,NA,NA,1
5354,4,FALSE,TRUE,0.5,1,1.25,100,312,287,0.394590301463088,0.194781693400641,-0.531013297393753,0.109534829985669,NA,NA,1
5355,4,FALSE,TRUE,0.5,1,1.25,100,319,382,0.202019501059793,0.392387325852283,-0.729126407247424,-0.594351839743333,NA,NA,1
5356,4,FALSE,TRUE,0.5,1,1.25,100,295,302,0.22567574543278,0.212685512745019,-0.413070524373024,-0.861318725372995,NA,NA,1
5357,4,FALSE,TRUE,0.5,1,1.25,100,380,334,0.530609275238118,0.235057642188303,-2.30362651653687,-1.32566430090691,NA,NA,1
5358,4,FALSE,TRUE,0.5,1,1.25,100,321,329,0.127447916910182,0.279483254680421,-1.92895962671393,-2.05151353117832,NA,NA,1
5359,4,FALSE,TRUE,0.5,1,1.25,100,367,379,0.330695237622853,0.221654140620969,-2.99545179183132,-2.01344410534246,NA,NA,1
5360,4,FALSE,TRUE,0.5,1,1.25,100,326,345,0.429811028417983,0.671523213741132,-1.5669642470176,-1.18990509181686,NA,NA,1
5361,4,FALSE,TRUE,0.5,1,1.25,100,317,339,0.46634291117987,0.548493016735717,-0.567744700862328,-0.23876667609979,NA,NA,1
5362,4,FALSE,TRUE,0.5,1,1.25,100,305,340,0.182650496554139,0.162144436030818,-1.10402211210558,0.680608964901185,NA,NA,1
5363,4,FALSE,TRUE,0.5,1,1.25,100,269,274,0.0928431553567577,0.116815694186431,-1.0284413676792,-0.655290565080682,NA,NA,1
5364,4,FALSE,TRUE,0.5,1,1.25,100,287,275,0.523851846287022,0.334210289228798,-1.52284000199112,-1.66318776408824,NA,NA,1
5365,4,FALSE,TRUE,0.5,1,1.25,100,259,281,0.170052535311551,0.222288980181276,-0.44592627468196,-0.0401646921363521,NA,NA,1
5366,4,FALSE,TRUE,0.5,1,1.25,100,306,320,0.304036086485078,0.403832838557835,-0.880360535687624,0.12613960921645,NA,NA,1
5367,4,FALSE,TRUE,0.5,1,1.25,100,274,273,0.329795843099505,0.268369054895501,-1.0865897514346,-0.509845634502761,NA,NA,1
5368,4,FALSE,TRUE,0.5,1,1.25,100,382,350,0.47562649511651,0.457641263341782,-3.57803098958252,-3.98141126164088,NA,NA,1
5369,4,FALSE,TRUE,0.5,1,1.25,100,348,371,0.24256145380485,0.207332440944953,-0.748525350214377,-0.462537604172079,NA,NA,1
5370,4,FALSE,TRUE,0.5,1,1.25,100,358,302,0.354834834464954,0.329863623351155,-0.964576663983615,-1.37639373326618,NA,NA,1
5371,4,FALSE,TRUE,0.5,1,1.25,100,309,259,0.418137368724416,0.249983931422504,-1.79609438384511,-0.579944930630487,NA,NA,1
5372,4,FALSE,TRUE,0.5,1,1.25,100,287,297,0.182374777552036,0.26177011820767,-0.981742543831196,-0.448210619278379,NA,NA,1
5373,4,FALSE,TRUE,0.5,1,1.25,100,283,326,0.642846331164684,0.540288063511531,2.14907132198968,2.35740358518998,NA,NA,1
5374,4,FALSE,TRUE,0.5,1,1.25,100,291,274,0.215821390038013,0.211980554002185,-0.911794278924132,-0.735192903300747,NA,NA,1
5375,4,FALSE,TRUE,0.5,1,1.25,100,257,278,0.619264754041815,0.482615490972754,-1.34535728341647,-0.904678261630605,NA,NA,1
5376,4,FALSE,TRUE,0.5,1,1.25,100,268,301,0.184665143784769,0.445604983037947,-0.802025963777666,0.616339638376571,NA,NA,1
5377,4,FALSE,TRUE,0.5,1,1.25,100,255,288,0.189373890491946,0.380630198187425,-0.39653997431339,-0.212716706731647,NA,NA,1
5378,4,FALSE,TRUE,0.5,1,1.25,100,320,320,0.258392488137094,0.340842923837654,-0.568166176740839,-1.04053057748337,NA,NA,1
5379,4,FALSE,TRUE,0.5,1,1.25,100,335,332,0.114932653531626,0.0809412772760523,-0.544374369011183,-0.661761489283424,NA,NA,1
5380,4,FALSE,TRUE,0.5,1,1.25,100,326,305,0.442928593187713,0.298455651222328,-1.12313495731332,-0.438284867418529,NA,NA,1
5381,4,FALSE,TRUE,0.5,1,1.25,100,318,306,0.369906541258062,0.10493764799822,-1.30389599103392,-1.34691277338384,NA,NA,1
5382,4,FALSE,TRUE,0.5,1,1.25,100,249,266,-0.100168722020201,0.1458911418904,-0.591928312288541,-0.628480503623048,NA,NA,1
5383,4,FALSE,TRUE,0.5,1,1.25,100,305,318,0.317826115780147,0.329082308646274,-0.955336192851925,-0.194698269066211,NA,NA,1
5384,4,FALSE,TRUE,0.5,1,1.25,100,327,329,0.317031266022142,0.581204967181938,-1.1396478121546,-0.221959240671158,NA,NA,1
5385,4,FALSE,TRUE,0.5,1,1.25,100,347,316,0.364355361369932,0.0271980049999703,-1.88680426291926,-0.313538684215865,NA,NA,1
5386,4,FALSE,TRUE,0.5,1,1.25,100,310,321,0.335379756818332,0.405270903399108,0.34650329745703,-0.554752836251162,NA,NA,1
5387,4,FALSE,TRUE,0.5,1,1.25,100,272,279,0.22604971897844,0.191983394263452,-1.85019803341977,-0.946397442883455,NA,NA,1
5388,4,FALSE,TRUE,0.5,1,1.25,100,347,340,0.77762083058257,0.874117758111951,-3.52155296430014,-3.86878304517948,NA,NA,1
5389,4,FALSE,TRUE,0.5,1,1.25,100,288,264,0.111480614250663,0.0255470558321316,-1.76476693257253,-1.37174547367654,NA,NA,1
5390,4,FALSE,TRUE,0.5,1,1.25,100,345,337,0.081835760545816,0.405151301782523,-0.419939650312236,-0.489045958712897,NA,NA,1
5391,4,FALSE,TRUE,0.5,1,1.25,100,310,375,0.491950318586804,0.661634977722313,-1.66451671742154,-1.13425944148667,NA,NA,1
5392,4,FALSE,TRUE,0.5,1,1.25,100,317,364,0.134762572199686,0.11419060144905,-0.770285821160171,-0.244627738046584,NA,NA,1
5393,4,FALSE,TRUE,0.5,1,1.25,100,327,330,0.333401917203072,0.414974182782889,-1.69000995176304,-0.489541772877804,NA,NA,1
5394,4,FALSE,TRUE,0.5,1,1.25,100,254,288,0.237649194255487,0.34832573109132,-3.18289743931282,-2.95570338184363,NA,NA,1
5395,4,FALSE,TRUE,0.5,1,1.25,100,248,261,0.031125046020136,0.146057984835476,-0.268510758509065,-0.0639064318986292,NA,NA,1
5396,4,FALSE,TRUE,0.5,1,1.25,100,294,292,0.181295794047885,0.182290717049432,-1.33510410675039,-1.20104394251484,NA,NA,1
5397,4,FALSE,TRUE,0.5,1,1.25,100,261,282,0.279505620344953,0.304047242513193,-2.09672829599257,-2.36435729237748,NA,NA,1
5398,4,FALSE,TRUE,0.5,1,1.25,100,396,402,0.654468093906571,0.484789066809352,-0.0128961578979716,-0.678490516275677,NA,NA,1
5399,4,FALSE,TRUE,0.5,1,1.25,100,288,313,0.0799767378542975,0.506687533210826,-0.232912406365184,0.0899471964286347,NA,NA,1
5400,4,FALSE,TRUE,0.5,1,1.25,100,267,311,0.0927424575870337,0.282830304994345,-0.490931092089922,-1.03944004864367,NA,NA,1
5401,4,FALSE,TRUE,1,1,1.25,100,308,305,0.0871035903312918,0.100887057107385,-0.950707510883167,-0.941927150119249,NA,NA,1
5402,4,FALSE,TRUE,1,1,1.25,100,273,303,0.213698876738734,0.128346664970948,-1.32460392785375,-1.31389651056906,NA,NA,1
5403,4,FALSE,TRUE,1,1,1.25,100,213,236,0.0599783369880365,0.0667425433524371,-0.313716302935639,-0.357577363390602,NA,NA,1
5404,4,FALSE,TRUE,1,1,1.25,100,313,312,0.167588161200046,0.101315222340725,-1.30281630612706,-1.33694817417399,NA,NA,1
5405,4,FALSE,TRUE,1,1,1.25,100,284,296,0.107154148772662,0.244937128373181,-0.358741821468685,-0.3883608143651,NA,NA,1
5406,4,FALSE,TRUE,1,1,1.25,100,307,317,0.0793536622321549,0.0950505771765953,-0.704527054456029,-0.691315775619529,NA,NA,1
5407,4,FALSE,TRUE,1,1,1.25,100,245,244,0.0793752485167369,0.0123265996448345,-0.478237217224456,-0.436854766076586,NA,NA,1
5408,4,FALSE,TRUE,1,1,1.25,100,264,305,-0.0181864941464969,0.310372811052243,-0.907209158272515,-0.902286136879496,NA,NA,1
5409,4,FALSE,TRUE,1,1,1.25,100,290,271,0.171715828414204,0.0632645386020836,-2.02039773480438,-2.01318175753796,NA,NA,1
5410,4,FALSE,TRUE,1,1,1.25,100,238,276,0.0216871920017767,0.173928214753627,-0.580028089341156,-0.588570804503504,NA,NA,1
