SimID,L,Haploid,monoecious,omega,complete,PhenExp_1,PhenExp_2,GenExp_1,GenExp_2,PhenShift,GenShift
8724,2,FALSE,TRUE,0.5,1,1.47909303176123,1.3731782879717,0.353970131463769,1.36438884123899,NA,NA
8725,2,FALSE,TRUE,0.5,1,1.75396716790378,1.68278322560105,0.178453858741711,0.303248652358235,NA,NA
8726,2,FALSE,TRUE,0.5,1,1.47246828400431,1.51710740575642,0.225040075034304,0.035134094850973,1.77476028891866,0.0567831810825639
8727,2,FALSE,TRUE,0.5,1,1.69240942020932,1.69188589711573,0.0169836685793841,0.0578752972341489,1.72270516459806,0.0311563771343893
8728,2,FALSE,TRUE,0.5,1,1.93081733053613,1.65068788397375,0.843609402024923,0.435878065368767,NA,NA
8729,2,FALSE,TRUE,0.5,1,1.70687195180891,1.63904086823197,0.0537373218881237,0.0762228491617419,1.77136686963056,0.0392544997976675
8730,2,FALSE,TRUE,0.5,1,1.86936235167516,1.90190609692482,0.151390722598821,0.19166267392415,1.87586848475991,0.00453771745330053
8731,2,FALSE,TRUE,0.5,1,1.39443151339609,1.51586935826099,0.8881856121557,0.144170637028083,NA,NA
8732,2,FALSE,TRUE,0.5,1,1.63765430472435,1.6856248099197,0.354818464914962,0.452115839996094,NA,NA
8733,2,FALSE,TRUE,0.5,1,1.74094361729894,1.75912871807418,0.209179189920168,0.232385531971029,1.84287580711151,0.0384037090723239
8734,2,FALSE,TRUE,0.5,1,1.97814105374601,1.7343910800059,0.567052198827477,0.0740135074306016,1.72301561395668,0.00657723051248356
8735,2,FALSE,TRUE,0.5,1,1.53635531686015,1.55352256563291,0.0530561019399158,0.0302522389766343,NA,NA
8736,2,FALSE,TRUE,0.5,1,1.97813329265875,2.02097737037778,0.367812554096456,0.531680916876978,2.07277726046071,0.00162409266407677
8737,2,FALSE,TRUE,0.5,1,1.59690619828696,1.62338374596798,0.218471407406356,0.121140301992759,NA,NA
8738,2,FALSE,TRUE,0.5,1,1.88825459876538,1.82670178935259,0.499679704681779,0.902596089027658,1.98024061195081,0.0161577944862041
8739,2,FALSE,TRUE,0.5,1,2.13174398543392,2.27165890042849,0.321588057738912,0.427891700885878,1.95199351922197,0.00375413565211185
8740,2,FALSE,TRUE,0.5,1,1.63982573569018,1.65644573424077,0.475480003917811,0.224810905682941,1.85293378885414,0.0977506715801837
8741,2,FALSE,TRUE,0.5,1,1.34261511814934,1.40748883269421,0.100655217104314,0.174534868381439,NA,NA
8742,2,FALSE,TRUE,0.5,1,1.6423580668254,1.62702809801304,0.0714196193963157,0.19834463272247,NA,NA
8743,2,FALSE,TRUE,0.5,1,1.92663328162788,1.88346278209823,0.428617983574499,0.886540258998182,2.01151871716486,0.0645186085684028
8744,2,FALSE,TRUE,0.5,1,1.58238396727972,1.56958884259659,0.0730240962577591,0.224331273176953,NA,NA
8745,2,FALSE,TRUE,0.5,1,1.86535251462244,1.72747454315856,0.146138631546621,1.83224138655115,NA,NA
8746,2,FALSE,TRUE,0.5,1,1.69680233703871,1.64792297218638,0.24685983664792,0.0702793959509767,1.6715906595713,0.0183505762288524
8747,2,FALSE,TRUE,0.5,1,1.74980495081731,1.84034329046965,0.180948672647211,0.196381416503942,1.96966648354329,0.0168887437922311
8748,2,FALSE,TRUE,0.5,1,1.48565786738204,1.48193307746742,0.134658359476297,0.161940183067407,NA,NA
8749,2,FALSE,TRUE,0.5,1,1.60992252354973,1.61708070198694,0.0845973251105289,0.0220451420285799,1.70818643317442,0.00927168195963575
8750,2,FALSE,TRUE,0.5,1,1.76388405839084,1.72995476012652,0.0733198226098538,0.359756419470519,NA,NA
8751,2,FALSE,TRUE,0.5,1,1.35160422264178,1.43000417622319,0.613288990360941,0.637776518077925,NA,NA
8752,2,FALSE,TRUE,0.5,1,2.48143779022335,2.28754671641331,0.332641372107915,1.19653991248999,2.12899470151928,0.0323657773585678
8753,2,FALSE,TRUE,0.5,1,1.59771620831706,1.51479193448299,0.211567666492478,0.167179631055908,1.56166476513337,0.0276719076102504
8754,2,FALSE,TRUE,0.5,1,1.64924692123548,1.69229856103515,0.232314824203281,0.381276482223061,NA,NA
8755,2,FALSE,TRUE,0.5,1,1.48450197693798,1.47570193841816,0.19360860657228,0.41583303011489,NA,NA
8756,2,FALSE,TRUE,0.5,1,1.97329579582711,2.00840378922434,0.494316564255741,0.146815817324638,1.73556573343021,0.0619665004724102
8757,2,FALSE,TRUE,0.5,1,1.45741673272964,1.51372774431154,0.279809758864318,0.198397740634626,NA,NA
8758,2,FALSE,TRUE,0.5,1,1.53663230138015,1.44689204112015,0.662736940154725,0.47087382536547,NA,NA
8759,2,FALSE,TRUE,0.5,1,1.71689993496212,1.59483345626189,0.0488804329468767,0.134470548899587,1.71690271107934,0.0132274694922518
8760,2,FALSE,TRUE,0.5,1,1.74083407725615,1.78549479966908,0.372511470686593,0.185792854631406,1.73752659663794,0.0212272581086635
8761,2,FALSE,TRUE,0.5,1,1.50486701962273,1.6587979289654,0.409091031746605,0.184067168436014,NA,NA
8762,2,FALSE,TRUE,0.5,1,1.40495467065522,1.40327628515726,0.277908143883943,1.58546337021434,NA,NA
8763,2,FALSE,TRUE,0.5,1,2.25256782746187,2.22229693200432,0.204479182133308,0.264335977886003,1.8423314385962,0.0394028802661245
8764,2,FALSE,TRUE,0.5,1,1.35498768697654,1.31111573167768,0.297415982823492,0.074482391948053,NA,NA
8765,2,FALSE,TRUE,0.5,1,1.36228438726029,1.36314820958223,0.0293748136921542,0.171662852848741,NA,NA
8766,2,FALSE,TRUE,0.5,1,1.74348981270566,1.66736653732795,0.159899951214047,0.659340285094881,1.79746078001054,0.056801341561792
8767,2,FALSE,TRUE,0.5,1,1.57591080471759,1.46961688106729,0.0824352722279788,0.0982350022354598,NA,NA
8768,2,FALSE,TRUE,0.5,1,1.60549836209396,1.69543849979535,0.472339577802752,0.158296315559858,NA,NA
8769,2,FALSE,TRUE,0.5,1,1.48160010452096,1.39301746499161,0.143763189027122,0.0904605134791788,NA,NA
8770,2,FALSE,TRUE,0.5,1,1.58183443049169,1.57792112814814,0.102975940258758,0.186764908864593,NA,NA
8771,2,FALSE,TRUE,0.5,1,1.66159805173818,1.76136610733344,0.14834291556435,0.398155444691031,1.69833264491403,0.0183541516354452
