SimID,L,Haploid,monoecious,omega,complete,MeanPhen,GenVar,SummedGenVar
209,1,TRUE,TRUE,0,1,1.33396648001943,2.7813499584978,NA
210,1,TRUE,TRUE,0,1,1.22076652524614,1.30568704156142,NA
211,1,TRUE,TRUE,0,1,1.67253177883258,1.32181323148675,NA
212,1,TRUE,TRUE,0,1,1.33011909515234,1.14554472775178,NA
213,1,TRUE,TRUE,0,1,1.35671349457693,0.923400931933905,NA
214,1,TRUE,TRUE,0,1,1.48020769534723,1.82981261791412,NA
215,1,TRUE,TRUE,0,1,1.27208125581919,3.49498119207571,NA
216,1,TRUE,TRUE,0,1,1.6355496417129,1.1627974948803,NA
217,1,TRUE,TRUE,0,1,1.11792891882711,1.18000722096866,NA
218,1,TRUE,TRUE,0,1,1.49049007394196,1.94289528483687,NA
219,1,TRUE,TRUE,0,1,1.38193199669021,1.9097925842387,NA
220,1,TRUE,TRUE,0,1,1.70981261349565,2.17671299379012,NA
221,1,TRUE,TRUE,0,1,1.1920785762268,1.11190383431041,NA
222,1,TRUE,TRUE,0,1,1.33301065697162,1.60373522439425,NA
223,1,TRUE,TRUE,0,1,1.3055417123811,0.729811904404306,NA
224,1,TRUE,TRUE,0,1,1.77587942805927,1.06453541369783,NA
225,1,TRUE,TRUE,0,1,1.51626628212784,2.45148919871133,NA
226,1,TRUE,TRUE,0,1,1.26674649137116,1.11183622170885,NA
227,1,TRUE,TRUE,0,1,1.23432936304716,1.50463099043993,NA
228,1,TRUE,TRUE,0,1,1.1275682261318,1.02476456293366,NA
229,1,TRUE,TRUE,0,1,1.3736966625256,1.26941277338072,NA
230,1,TRUE,TRUE,0,1,1.4490076108294,1.36375424648453,NA
231,1,TRUE,TRUE,0,1,1.51259192021194,1.68140033991853,NA
232,1,TRUE,TRUE,0,1,1.49839914295673,3.61477352208499,NA
233,1,TRUE,TRUE,0,1,1.57996113580471,1.83434215838814,NA
234,1,TRUE,TRUE,0,1,1.57182236968613,1.02371923724827,NA
235,1,TRUE,TRUE,0,1,1.33279021254728,1.29949897446856,NA
236,1,TRUE,TRUE,0,1,1.31142769215504,0.934817663379224,NA
237,1,TRUE,TRUE,0,1,1.29914037933222,0.741587222832121,NA
238,1,TRUE,TRUE,0,1,1.36500539920433,0.852810556642972,NA
239,1,TRUE,TRUE,0,1,1.26914405677103,0.864843524883979,NA
240,1,TRUE,TRUE,0,1,1.48075907609298,1.93907137852287,NA
241,1,TRUE,TRUE,0,1,1.79589519537115,0.776485555220002,NA
242,1,TRUE,TRUE,0,1,1.44868293982422,2.11374074101116,NA
243,1,TRUE,TRUE,0,1,1.20274784785532,0.688626758545927,NA
244,1,TRUE,TRUE,0,1,1.34781955275902,2.59457556076721,NA
245,1,TRUE,TRUE,0,1,1.51490642135139,2.10069796568471,NA
246,1,TRUE,TRUE,0,1,1.31523858506327,1.63549164495632,NA
247,1,TRUE,TRUE,0,1,1.05370458249153,5.00714161987445,NA
248,1,TRUE,TRUE,0,1,1.37322798943843,0.470845176035897,NA
249,1,TRUE,TRUE,0,1,1.31029298537769,5.69311576625418,NA
250,1,TRUE,TRUE,0,1,1.29867499366586,1.12275535264588,NA
251,1,TRUE,TRUE,0,1,1.37653650831441,0.80581951275641,NA
252,1,TRUE,TRUE,0,1,1.28780968928675,1.22585316442042,NA
253,1,TRUE,TRUE,0,1,1.0884801591331,2.86991971659265,NA
254,1,TRUE,TRUE,0,1,1.17707531131144,3.12842256914486,NA
255,1,TRUE,TRUE,0,1,1.4060707117012,0.754799375923935,NA
256,1,TRUE,TRUE,0,1,1.12279785202168,1.2959991455593,NA
257,1,TRUE,TRUE,0,1,1.32028281618373,1.46734676407908,NA
258,1,TRUE,TRUE,0,1,1.15401778179355,0.8899970244216,NA
259,1,TRUE,TRUE,0,1,1.57773406292456,1.08271098732347,NA
260,1,TRUE,TRUE,0,1,1.41272474585058,0.599811190205914,NA
261,1,TRUE,TRUE,0,1,1.12126286573165,4.08425685221789,NA
262,1,TRUE,TRUE,0,1,1.55168889060208,5.11752930374537,NA
263,1,TRUE,TRUE,0,1,1.57769187163945,0.641513139827716,NA
264,1,TRUE,TRUE,0,1,1.05255376178715,2.96742429359935,NA
265,1,TRUE,TRUE,0,1,1.37400746204417,0.751487147478648,NA
266,1,TRUE,TRUE,0,1,1.78739605339983,6.05796373966824,NA
267,1,TRUE,TRUE,0,1,1.53570505474805,2.4106167952931,NA
268,1,TRUE,TRUE,0,1,1.35323068282316,1.56368052139257,NA
269,1,TRUE,TRUE,0,1,1.3918528328009,0.779075949675634,NA
270,1,TRUE,TRUE,0,1,1.48351690683726,1.32069058585463,NA
271,1,TRUE,TRUE,0,1,1.28159365134588,0.495356515330248,NA
272,1,TRUE,TRUE,0,1,1.30128806752386,1.36276862064733,NA
273,1,TRUE,TRUE,0,1,1.40309665571083,1.26324684370718,NA
274,1,TRUE,TRUE,0,1,1.27118292500862,1.74350576761271,NA
275,1,TRUE,TRUE,0,1,1.29936252186678,2.74128531330898,NA
276,1,TRUE,TRUE,0,1,1.1495437170789,0.464355233252852,NA
277,1,TRUE,TRUE,0,1,1.20121932207085,1.32927845674808,NA
278,1,TRUE,TRUE,0,1,1.56649284454739,1.25376256946531,NA
279,1,TRUE,TRUE,0,1,1.38689740807382,1.1944222775052,NA
280,1,TRUE,TRUE,0,1,1.35326302665583,1.37104003887165,NA
281,1,TRUE,TRUE,0,1,1.30315089210751,2.01018563173267,NA
282,1,TRUE,TRUE,0,1,1.535744209312,3.77016924343443,NA
283,1,TRUE,TRUE,0,1,1.61115490721424,0.685893435085269,NA
284,1,TRUE,TRUE,0,1,1.22287113503509,0.754187363087615,NA
285,1,TRUE,TRUE,0,1,1.42779223037793,3.08589278278594,NA
286,1,TRUE,TRUE,0,1,1.24724289909624,3.82082748759582,NA
287,1,TRUE,TRUE,0,1,1.3565207175012,2.63200404390403,NA
288,1,TRUE,TRUE,0,1,1.50772407132306,1.06876065200993,NA
289,1,TRUE,TRUE,0,1,1.31132854781744,3.14276364108208,NA
290,1,TRUE,TRUE,0,1,1.39333558846867,2.87375117173591,NA
291,1,TRUE,TRUE,0,1,1.42627562931687,4.48468201923016,NA
292,1,TRUE,TRUE,0,1,1.1699718043374,2.53222551213273,NA
293,1,TRUE,TRUE,0,1,1.55871112496332,2.5977374627969,NA
294,1,TRUE,TRUE,0,1,1.47841813462102,0.976541517752963,NA
295,1,TRUE,TRUE,0,1,1.38813375945155,2.21060879029941,NA
296,1,TRUE,TRUE,0,1,1.34647118891031,5.61911588007987,NA
297,1,TRUE,TRUE,0,1,1.47337145285266,1.68650664039545,NA
298,1,TRUE,TRUE,0,1,1.26266733493837,1.29144498899676,NA
299,1,TRUE,TRUE,0,1,1.08182883834764,2.1646809494282,NA
300,1,TRUE,TRUE,0,1,1.27855802356324,1.47090550882086,NA
301,1,TRUE,TRUE,0,1,1.45081337067851,0.722159725297531,NA
302,1,TRUE,TRUE,0,1,1.33043140129277,4.40513371912793,NA
303,1,TRUE,TRUE,0,1,1.48245455577562,1.74550356819375,NA
304,1,TRUE,TRUE,0,1,1.66680181678476,2.73462129710885,NA
305,1,TRUE,TRUE,0,1,1.3638084396781,5.48918723133891,NA
306,1,TRUE,TRUE,0,1,1.2909000520594,2.19713132458722,NA
307,1,TRUE,TRUE,0,1,1.27858586557471,1.1612986225602,NA
308,1,TRUE,TRUE,0,1,1.34235860969187,0.748853841952097,NA
309,1,TRUE,TRUE,0,1,1.2401658428762,0.702139977961646,NA
310,1,TRUE,TRUE,0,1,1.37488666029333,1.90206775666186,NA
311,1,TRUE,TRUE,0,1,1.27923792120091,3.66080317379954,NA
312,1,TRUE,TRUE,0,1,1.24078857161763,0.985577566317027,NA
313,1,TRUE,TRUE,0,1,1.573336178237,0.969059419208809,NA
314,1,TRUE,TRUE,0,1,1.28181557536418,0.885606035760639,NA
315,1,TRUE,TRUE,0,1,1.77129747845544,1.40935561615503,NA
316,1,TRUE,TRUE,0,1,1.27501919210355,0.651845023123186,NA
317,1,TRUE,TRUE,0,1,1.21660707461656,1.13932900736764,NA
318,1,TRUE,TRUE,0,1,1.35400574924034,0.82887144974592,NA
319,1,TRUE,TRUE,0,1,1.31560200944133,1.52219880008414,NA
320,1,TRUE,TRUE,0,1,1.46877733077509,1.44776298911321,NA
321,1,TRUE,TRUE,0,1,1.47098040860972,2.11274979038672,NA
322,1,TRUE,TRUE,0,1,1.35992581843516,4.3023325396292,NA
323,1,TRUE,TRUE,0,1,1.47989441920996,1.1975217717714,NA
324,1,TRUE,TRUE,0,1,1.4717403475225,2.44020587878099,NA
325,1,TRUE,TRUE,0,1,1.34816688355107,0.74777456144828,NA
326,1,TRUE,TRUE,0,1,1.64177845701321,1.28388259856863,NA
327,1,TRUE,TRUE,0,1,1.39182044910272,2.72341125155336,NA
328,1,TRUE,TRUE,0,1,1.43163980293747,1.3903690765545,NA
329,1,TRUE,TRUE,0,1,1.27604195697599,0.755127331298964,NA
330,1,TRUE,TRUE,0,1,1.24531346269137,2.49182324171588,NA
331,1,TRUE,TRUE,0,1,1.20591443233914,1.44461638171628,NA
332,1,TRUE,TRUE,0,1,1.25673221760237,2.0545861583467,NA
333,1,TRUE,TRUE,0,1,1.5522205443861,0.713207406310968,NA
334,1,TRUE,TRUE,0,1,1.4683661806001,0.870510992619231,NA
335,1,TRUE,TRUE,0,1,1.70891299610914,1.62122330377314,NA
336,1,TRUE,TRUE,0,1,1.35666739140431,1.642379958235,NA
337,1,TRUE,TRUE,0,1,1.37374640424382,0.660701114616424,NA
338,1,TRUE,TRUE,0,1,1.2990853073686,1.79409899716442,NA
339,1,TRUE,TRUE,0,1,1.42216995716452,3.33948110792239,NA
340,1,TRUE,TRUE,0,1,1.24006649164442,2.87709983965824,NA
341,1,TRUE,TRUE,0,1,1.50355589778642,1.99485457040515,NA
342,1,TRUE,TRUE,0,1,1.41716156364568,1.49431402511398,NA
343,1,TRUE,TRUE,0,1,1.16330163189487,1.71158297663704,NA
344,1,TRUE,TRUE,0,1,1.51832886517485,1.5923035807707,NA
345,1,TRUE,TRUE,0,1,1.72090432465037,2.8291736316387,NA
346,1,TRUE,TRUE,0,1,1.60813321450675,0.560508519317114,NA
347,1,TRUE,TRUE,0,1,1.14418448349882,1.9250134843363,NA
348,1,TRUE,TRUE,0,1,1.19960510430101,0.593973673663971,NA
349,1,TRUE,TRUE,0,1,1.3961246479201,0.522650858727613,NA
350,1,TRUE,TRUE,0,1,1.16655707692596,1.51300352066458,NA
351,1,TRUE,TRUE,0,1,1.39371630330015,2.85465550444463,NA
352,1,TRUE,TRUE,0,1,1.33716023740771,1.82574719116269,NA
353,1,TRUE,TRUE,0,1,1.32559002698353,1.38051988858801,NA
354,1,TRUE,TRUE,0,1,1.34088335837674,2.14638692061026,NA
355,1,TRUE,TRUE,0,1,1.33622396198662,0.962715572665313,NA
356,1,TRUE,TRUE,0,1,1.47751926125973,0.785268155375954,NA
357,1,TRUE,TRUE,0,1,1.47680687122513,1.04891406134347,NA
358,1,TRUE,TRUE,0,1,1.34298882970331,0.593975657696813,NA
359,1,TRUE,TRUE,0,1,1.3149683333197,0.992669853099758,NA
360,1,TRUE,TRUE,0,1,1.26769746774441,2.54419359773158,NA
361,1,TRUE,TRUE,0,1,1.27234843742518,0.359019655398058,NA
362,1,TRUE,TRUE,0,1,1.20643509250384,1.00761856463436,NA
363,1,TRUE,TRUE,0,1,1.21520054977418,0.90942344596313,NA
364,1,TRUE,TRUE,0,1,1.14378970222844,0.268924913140722,NA
365,1,TRUE,TRUE,0,1,1.08026864546246,1.59317949104955,NA
366,1,TRUE,TRUE,0,1,1.45724555285048,1.08795955865292,NA
367,1,TRUE,TRUE,0,1,1.41236229592562,1.07890931578443,NA
368,1,TRUE,TRUE,0,1,1.53612072284944,1.99565662252152,NA
369,1,TRUE,TRUE,0,1,1.31579169332632,1.33353910558725,NA
370,1,TRUE,TRUE,0,1,1.36145319945991,0.442034356139739,NA
